Gene	GeneID	log2FC	AbsLog2FC	padj	baseMean	Rank	Percentile
KPNA6	431	0.143780166969582	0.143780166969582	0.00114030657993621	4048.74711794762	13641	57.2796
GPATCH1	1294	0.143779384246302	0.143779384246302	0.00824583049918533	624.481794898173	13642	57.2838
PPP1R16B	2420	-0.143768198613626	0.143768198613626	0.215258951669125	807.246901391256	13643	57.288
AC246787.1	16908	-0.143756635947061	0.143756635947061	0.146550472161056	130.216479067147	13644	57.2922
RPS6KB2	12529	0.143751815065784	0.143751815065784	0.0106681189770154	1823.03171697604	13645	57.2964
ARHGEF6	5741	-0.143727875497911	0.143727875497911	0.102849398602582	1181.2541181352	13646	57.3006
MRPL49	8538	0.143717838761379	0.143717838761379	0.0212408331872508	3353.97708979378	13647	57.3048
CYTL1	11738	-0.143710721812497	0.143710721812497	0.327356701351471	54.2822717528054	13648	57.309
TAPBPL	7219	-0.143660980217544	0.143660980217544	0.100085195040235	1869.80325738067	13649	57.3132
ANKRD19P	14344	-0.143641898692576	0.143641898692576	0.153062094494715	37.6984545064154	13650	57.3174
PPIL2	2067	0.143594661712535	0.143594661712535	0.0100684259711461	2323.27797467999	13651	57.3216
ADCK2	6278	0.143587918235874	0.143587918235874	0.0186137649148228	1244.46412626425	13652	57.3258
GPR82	11886	0.143500809924881	0.143500809924881	0.330229858605289	69.934397052354	13653	57.33
CD300C	11152	-0.143494493953462	0.143494493953462	0.229165138660907	160.577545964026	13654	57.3342
TPP1	10820	-0.143486881306961	0.143486881306961	0.0125042148273301	8682.20545641565	13655	57.3384
MMP10	10891	-0.143478997851578	0.143478997851578	0.579864685675141	286.539990172437	13656	57.3426
AC109587.1	19154	0.143455795181309	0.143455795181309	0.0805251623881117	42.2590610081376	13657	57.3468
IGHMBP2	6169	0.143436481204924	0.143436481204924	0.00447148276855977	990.612632725966	13658	57.351
KDM7A	131	0.143433527577926	0.143433527577926	0.0225867218191101	1906.50498551481	13659	57.3552
CCR2	4885	-0.143432064664134	0.143432064664134	0.251452325566544	377.999974017242	13660	57.3594
PRSS8	671	-0.14343187731527	0.14343187731527	0.153736978500925	8592.56352427406	13661	57.3636
HSF1	13887	0.143424979856957	0.143424979856957	0.023398159393447	4473.19064233495	13662	57.3678
RFX5-AS1	18648	0.14340084785948	0.14340084785948	0.161504328398422	14.2580033408258	13663	57.372
COX20	15421	-0.143386283608135	0.143386283608135	0.28179559675801	56.0519176724059	13664	57.3762
YME1L1	6792	0.143376068767038	0.143376068767038	0.00152960404223643	7830.19713627139	13665	57.3804
AIMP2	3112	0.143356969691535	0.143356969691535	0.0343824422261283	728.788154329454	13666	57.3846
ZNF430	4557	0.143347467404409	0.143347467404409	0.03753719620447	497.488155587922	13667	57.3888
AC093458.2	22891	-0.143308370243062	0.143308370243062	0.383159141889399	7.54953217412752	13668	57.393
H2BC8	22280	-0.143305447486047	0.143305447486047	0.529584517892892	199.222529289343	13669	57.3972
SLC19A1	12231	0.143280580019692	0.143280580019692	0.0416323933064041	1359.96006154785	13670	57.4014
CPNE5	5221	-0.143265166984215	0.143265166984215	0.25134243536543	479.419239761344	13671	57.4056
CMTR1	6883	0.143243434695406	0.143243434695406	0.0002426083039002	2811.48721353534	13672	57.4098
CAPN12	13441	-0.143238895231318	0.143238895231318	0.295499102524128	396.66754660045	13673	57.414
AC104041.1	20551	-0.143179216131366	0.143179216131366	0.604024678478621	30.4828424968682	13674	57.4182
ST13P15	19085	0.143160080528464	0.143160080528464	0.320363470976872	10.7663510062352	13675	57.4224
C16orf96	15798	-0.143157582555472	0.143157582555472	0.339119063614531	14.3321114810552	13676	57.4266
CLCF1	12508	0.143123559843596	0.143123559843596	0.243646271662865	899.391433272799	13677	57.4308
SCAMP2	7396	-0.143101253498757	0.143101253498757	0.00986965559844387	6743.59829811247	13678	57.435
COPG2	9424	0.143086882869185	0.143086882869185	0.024845186700718	1344.59764675424	13679	57.4392
IMPDH1P5	16151	0.14307248128483	0.14307248128483	0.26781619250677	14.1391471218245	13680	57.4434
LSM14B	8529	0.14306518214048	0.14306518214048	0.0145918342172411	2752.01468491638	13681	57.4476
IGKV4-1	15892	0.143062397872259	0.143062397872259	0.478508175160566	13664.2911457707	13682	57.4518
IKZF4	5051	-0.143057973004545	0.143057973004545	0.0332044576159366	775.201913507441	13683	57.456
AC009119.1	20652	-0.143054460613046	0.143054460613046	0.329585183019883	32.0974669250131	13684	57.4602
ATP13A4	5490	-0.143010056797696	0.143010056797696	0.482288370395518	3111.16822345532	13685	57.4644
AL669831.1	17356	0.14300730623702	0.14300730623702	0.127485631100794	105.553557173593	13686	57.4686
DQX1	7889	-0.142999511578808	0.142999511578808	0.529271256101257	63.1987758659023	13687	57.4728
CASQ1	7742	0.142981643553404	0.142981643553404	0.314539676473917	16.0268701721226	13688	57.477
MTA1	13520	0.142979215306365	0.142979215306365	0.0289428237396932	2085.32684918719	13689	57.4812
ZRSR2	11442	-0.142965466645789	0.142965466645789	0.00696010928049465	601.001051829507	13690	57.4854
AC026704.1	19671	0.142951683976418	0.142951683976418	0.371369540936122	14.4447618710741	13691	57.4896
AL078581.1	15398	0.142951514996087	0.142951514996087	0.182087478894059	8.19683219329212	13692	57.4938
ACAP2	4026	0.142930883670432	0.142930883670432	0.039066802883541	2585.6281516377	13693	57.498
AL158212.3	20781	0.142921226385998	0.142921226385998	0.0864893380064227	194.305100816167	13694	57.5022
IGHV3-75	19901	0.142887111265208	0.142887111265208	0.537373026157771	12.2088349359834	13695	57.5064
FAM160B2	9453	-0.142865239888992	0.142865239888992	0.0320972577442404	2622.08745629284	13696	57.5106
ZNF746	13294	0.142814006244384	0.142814006244384	0.000864773944847243	1253.70196089844	13697	57.5148
PLPP6	15796	0.142812481783465	0.142812481783465	0.0239941568355724	562.329621523844	13698	57.519
AL450384.2	18789	0.142782064531684	0.142782064531684	0.23539882372916	55.9071776798998	13699	57.5232
PAK1	8476	0.142774600132204	0.142774600132204	0.0209280905947468	4117.31937168249	13700	57.5274
RIN3	2253	-0.142755348876678	0.142755348876678	0.0563087321909918	1676.16654780382	13701	57.5316
SFPQ	4321	0.142754822786002	0.142754822786002	0.000118360120659682	12768.6584105857	13702	57.5358
KRI1	5703	0.142739266267502	0.142739266267502	0.00636585823800068	1399.29054851012	13703	57.54
FAM200A	16591	0.14270295366537	0.14270295366537	0.00764679662673953	484.475877618173	13704	57.5442
SMARCA4	5530	0.142700725122916	0.142700725122916	0.0634817504904207	7933.88232115163	13705	57.5484
CWF19L2	8775	0.142695788119444	0.142695788119444	0.00519682545204662	739.176953803889	13706	57.5526
ASB12	15331	-0.142691700346526	0.142691700346526	0.302802551515535	8.45541164024229	13707	57.5568
RUVBL2	13561	0.142689854021824	0.142689854021824	0.0225177294120065	3649.969567249	13708	57.561
SH3BP5	5973	-0.142671098034945	0.142671098034945	0.139742331958147	405.715040420493	13709	57.5652
AL359878.1	15783	0.142654141429596	0.142654141429596	0.303939817344439	47.6429549581939	13710	57.5694
TRERF1	5180	0.142635945803941	0.142635945803941	0.113685207237329	821.054759243947	13711	57.5736
COASY	992	0.142626827538966	0.142626827538966	0.00572985799471554	4272.82205075213	13712	57.5778
HIRA	2090	0.142616805960907	0.142616805960907	0.0147415998369972	468.229057653571	13713	57.582
AC008105.3	21324	-0.14257267258809	0.14257267258809	0.324045377039397	240.827719846699	13714	57.5862
MYL6B	14713	0.142558623677907	0.142558623677907	0.0658047358836499	1286.20355541058	13715	57.5904
CAPZB	1330	0.142482103586731	0.142482103586731	0.000506727706747645	11460.8815587367	13716	57.5946
FRMD6	7320	0.14246543171869	0.14246543171869	0.269732130635856	1350.9548259228	13717	57.5988
FTH1P23	19012	0.142451920729716	0.142451920729716	0.192831942828388	71.9282912224004	13718	57.603
RBBP9	1737	-0.1424280599992	0.1424280599992	0.023432678893188	1607.22976421417	13719	57.6072
DTX3	12930	-0.142400353177083	0.142400353177083	0.112054821198598	1292.76138844858	13720	57.6114
BRI3	10476	0.142399496335115	0.142399496335115	0.0556593381630054	5205.17906713445	13721	57.6156
LIMS1	11527	0.142395546620455	0.142395546620455	0.00744158906062158	3485.82259685592	13722	57.6198
TOP3A	12757	0.14239380404278	0.14239380404278	0.00697656549882655	1404.66128251142	13723	57.624
WDR5	14677	0.142388991284089	0.142388991284089	0.00383908916565095	2137.39153433951	13724	57.6282
AC027601.1	20610	0.142375198593017	0.142375198593017	0.238323619896686	29.9191619830933	13725	57.6324
MIER1	15117	0.142367354672696	0.142367354672696	0.010014356633115	2399.492408284	13726	57.6366
PITRM1	3290	-0.142337189175033	0.142337189175033	0.0153248514503042	3468.23283012471	13727	57.6408
SLC4A3	4092	-0.142321587008437	0.142321587008437	0.338976757043035	401.77701844631	13728	57.645
AC006557.6	22853	-0.142308049112519	0.142308049112519	0.518053105535816	7.67403684364205	13729	57.6492
TYSND1	9199	-0.142305464888715	0.142305464888715	0.0181067238336639	1297.4270341835	13730	57.6534
AC132938.3	21189	0.142281444844088	0.142281444844088	0.0616744190374696	64.6704338813044	13731	57.6576
FUCA1	13034	-0.14225206513833	0.14225206513833	0.071567615778843	5618.8893163528	13732	57.6618
NR2F1-AS1	18540	0.142237337874678	0.142237337874678	0.27399946206779	420.081438048407	13733	57.666
DIAPH2	8265	-0.142237217697261	0.142237217697261	0.0607000375270222	1137.44988535999	13734	57.6702
AP4S1	2224	0.142217885467346	0.142217885467346	0.0483195088931268	555.057008827604	13735	57.6744
HGFAC	3494	0.142212135079646	0.142212135079646	0.53596520539314	34.0440537282468	13736	57.6786
IGHV3-64D	23145	-0.14219846557251	0.14219846557251	0.571530472518101	814.148762861102	13737	57.6828
PIEZO2	9034	-0.142180847382458	0.142180847382458	0.271512660031805	571.003559853492	13738	57.687
FBLN1	1338	-0.142161865584133	0.142161865584133	0.226190614307695	7666.01094827135	13739	57.6912
BACE1-AS	22738	0.142107050390242	0.142107050390242	0.0442901598484882	190.014089939767	13740	57.6954
PHF20L1	5699	0.142093723461633	0.142093723461633	0.0170177187071116	2187.74515108421	13741	57.6996
VAC14	2619	0.142089330339079	0.142089330339079	0.00349819687371301	2606.634247049	13742	57.7038
LUC7L	176	-0.142053321399191	0.142053321399191	0.0502839451687362	1979.02519717252	13743	57.708
LUC7L2	8229	0.142039914886861	0.142039914886861	0.000698266746233717	1251.38971121907	13744	57.7122
BCL6B	9796	-0.142038619224558	0.142038619224558	0.0974804316409307	615.951930823829	13745	57.7164
LILRA6	19150	-0.142036406112514	0.142036406112514	0.238946962224562	228.244440356633	13746	57.7206
TRBV6-2	23167	-0.142015340385131	0.142015340385131	0.395124542858183	13.5714529456397	13747	57.7248
ENDOU	3675	-0.141987527967318	0.141987527967318	0.351050947317552	8.72796575365911	13748	57.729
HSDL2	4625	-0.141984721491196	0.141984721491196	0.0405111276364853	2382.11703259215	13749	57.7332
GLYR1	7417	-0.141949553048721	0.141949553048721	0.000164534511301375	5259.29211983331	13750	57.7374
DCUN1D4	3446	0.141898101010427	0.141898101010427	0.00676573017263259	1557.58407125611	13751	57.7416
APEH	10302	-0.141872641056047	0.141872641056047	0.00449048589844513	4482.36047216519	13752	57.7458
AGAP9	15499	-0.14184118708687	0.14184118708687	0.201532996757407	148.968340663669	13753	57.75
DMXL1	12100	-0.141840864533557	0.141840864533557	0.0194911559823649	1452.02832046408	13754	57.7542
SGPP1	5457	-0.141824784302965	0.141824784302965	0.0700045142669965	1741.55537282241	13755	57.7584
KIAA2013	4338	0.14178943363974	0.14178943363974	0.00251397336105961	3415.83272487156	13756	57.7626
CHFR	1147	0.141788935931548	0.141788935931548	0.00471435555097743	1566.07155151005	13757	57.7668
NDUFA12	13819	0.141781985881395	0.141781985881395	0.0165817362440131	1738.08216100869	13758	57.771
CBWD6	16398	0.141748836009605	0.141748836009605	0.0873758644724329	75.8208079223699	13759	57.7752
DUBR	19076	0.141743398984776	0.141743398984776	0.134101001486064	200.025531345086	13760	57.7794
MIR559	15867	0.14174218228415	0.14174218228415	0.296498910839873	11.2746646576137	13761	57.7836
AC006033.2	22108	-0.14174115256266	0.14174115256266	0.200936962749752	28.6716092415018	13762	57.7878
ASB13	14684	0.141707731280103	0.141707731280103	0.0102024565308768	1219.95153613298	13763	57.792
CCL5	21814	0.141703151953219	0.141703151953219	0.3220052762439	2620.54909469484	13764	57.7962
OXA1L	9085	-0.14168120021553	0.14168120021553	0.00313586210261538	5333.18999879567	13765	57.8004
IFT122	10256	0.141675322528866	0.141675322528866	0.0113568683589694	1188.52785706709	13766	57.8046
CYBA	666	-0.141667349675461	0.141667349675461	0.162162499264262	7727.70972304325	13767	57.8088
ZCCHC17	4880	0.141655611997269	0.141655611997269	0.009659466838284	1273.22059217115	13768	57.813
H2BP1	16635	0.14162073181223	0.14162073181223	0.407340583859979	10.7927960164243	13769	57.8172
TACO1	6752	0.141610464435283	0.141610464435283	0.00978596731682765	1099.61871107225	13770	57.8214
GTPBP3	5799	0.141583977989771	0.141583977989771	0.0231266634255434	807.801156917921	13771	57.8256
AC000403.1	22732	0.141581827017133	0.141581827017133	0.148772361162988	35.5796622473851	13772	57.8298
CASC2	12809	-0.141569883643836	0.141569883643836	0.165167624641583	148.310076473019	13773	57.834
STOX1	10692	0.141551052052119	0.141551052052119	0.263929153964885	266.407178284847	13774	57.8382
GHITM	10678	-0.141550190501631	0.141550190501631	0.020938628629568	8949.44548914617	13775	57.8424
SLC4A10	7917	0.141548331472167	0.141548331472167	0.378334370007703	18.2503284784289	13776	57.8466
TWF1	8643	0.141544066221795	0.141544066221795	0.0514616477421989	3365.73173552959	13777	57.8508
PROX1-AS1	17632	-0.141543858926616	0.141543858926616	0.609874864283736	33.5975022530541	13778	57.855
VDAC2P5	12118	-0.141505288961513	0.141505288961513	0.28302593581369	31.7098863231039	13779	57.8592
CARM1	7632	0.14147403468219	0.14147403468219	0.00695596452029582	1707.91547642864	13780	57.8634
EFS	2294	0.141470352498185	0.141470352498185	0.336057822245686	732.358069359641	13781	57.8676
RECQL5	3343	0.141467508470281	0.141467508470281	0.0191846297441249	1672.37004991774	13782	57.8718
AC226118.1	19482	0.141436214130485	0.141436214130485	0.463850754327836	38.3490379128802	13783	57.876
SRSF8	21077	-0.141435468843761	0.141435468843761	0.00248652107639559	2705.258360701	13784	57.8801
SEL1L3	1852	-0.141423084744731	0.141423084744731	0.0406947165213468	10220.5156012951	13785	57.8843
AC007342.8	22927	0.14141064227495	0.14141064227495	0.312812162150232	27.8682699997677	13786	57.8885
EFCAB14	9540	-0.14140956938242	0.14140956938242	0.00499943573389269	7784.91114183612	13787	57.8927
TNK1	12323	-0.141362486641134	0.141362486641134	0.026718947059136	655.289172952324	13788	57.8969
PTBP3	4604	0.141350785091448	0.141350785091448	0.00896669791665138	7791.35138485461	13789	57.9011
BX649632.1	22189	-0.141317139598793	0.141317139598793	0.301105420278373	6.4817364654744	13790	57.9053
FPGT	19974	0.141303829903161	0.141303829903161	0.0164725279977005	697.416017737774	13791	57.9095
PARP11	3644	-0.141281029030097	0.141281029030097	0.067231954027893	457.483875671527	13792	57.9137
TRAV8-4	15965	-0.141274850585313	0.141274850585313	0.304950494182308	13.3316484561269	13793	57.9179
AGAP10P	17685	-0.141239422474295	0.141239422474295	0.278347546142833	8.04265656306732	13794	57.9221
COL5A3	1434	-0.141232057983105	0.141232057983105	0.28731784312267	926.502061557561	13795	57.9263
CBX5	1926	0.141202554200038	0.141202554200038	0.0441213643752541	5566.49968156968	13796	57.9305
EDC3	13032	0.141192063340758	0.141192063340758	0.0019049374291574	1368.25629033479	13797	57.9347
NCF1	9412	0.141189289333341	0.141189289333341	0.236312049712239	238.800931968671	13798	57.9389
AKIP1	10853	-0.141188428692319	0.141188428692319	0.00215880074832712	842.348910490601	13799	57.9431
ZNF502	14757	-0.141187645237905	0.141187645237905	0.201976655484162	248.321798198472	13800	57.9473
POU2AF1	3598	-0.141184247640603	0.141184247640603	0.386433840241451	1266.82451229097	13801	57.9515
PPIG	7102	0.141174162581834	0.141174162581834	0.000272731949305734	3610.94889332452	13802	57.9557
AL450405.1	17597	-0.141159255288777	0.141159255288777	0.348294218776387	255.559493242639	13803	57.9599
ERAL1	6142	0.1411435150218	0.1411435150218	0.00409447272711928	2250.40209748401	13804	57.9641
HSPB1P2	17601	0.141143317711597	0.141143317711597	0.270677009294204	10.9507650028976	13805	57.9683
DVL1	3233	0.141086459260998	0.141086459260998	0.0742854678177757	4060.54475131923	13806	57.9725
C19orf44	2882	-0.141079435337739	0.141079435337739	0.0181704956237742	215.032183886872	13807	57.9767
ZFP62	14763	-0.141050363904334	0.141050363904334	0.0149301844232179	1087.68573346718	13808	57.9809
ASL	5429	-0.141021111485489	0.141021111485489	0.0640073064498755	1208.65596278437	13809	57.9851
GOLPH3	3937	0.141013822394659	0.141013822394659	0.0136567781869426	8736.17733365989	13810	57.9893
LINC00173	14762	-0.140998262464244	0.140998262464244	0.361278083767057	40.2963447914224	13811	57.9935
CCT8	9166	0.140977864921915	0.140977864921915	0.00695002129188223	7076.2161297382	13812	57.9977
TMX1	7319	0.140976060405752	0.140976060405752	0.0227416495890484	3041.65457875614	13813	58.0019
KMT2C	721	0.140950123906202	0.140950123906202	0.0409110131751037	4623.24023987015	13814	58.0061
JARID2	191	0.140921064809443	0.140921064809443	0.0284403576546821	1332.02238030757	13815	58.0103
DNAJC19	15815	0.140889030276197	0.140889030276197	0.0102449184962292	1068.14013665645	13816	58.0145
FBXO8	10330	-0.140880136208004	0.140880136208004	0.00440144851492723	926.168008764963	13817	58.0187
TGS1	6947	0.140879843022782	0.140879843022782	0.0121866830991123	1418.69947481631	13818	58.0229
TTC34	16471	-0.140865571526664	0.140865571526664	0.363602441661633	52.5576071744093	13819	58.0271
DGUOK-AS1	18631	0.140859406915144	0.140859406915144	0.117560138238098	54.8929322757538	13820	58.0313
STMN2	2784	0.14083143380226	0.14083143380226	0.550547771463816	42.8564084591795	13821	58.0355
ZNF69	15173	-0.140776689088848	0.140776689088848	0.139637087290429	248.33870803323	13822	58.0397
COL1A1	3397	0.140742178231631	0.140742178231631	0.364527160794738	146994.090105498	13823	58.0439
ZNF793-AS1	21284	0.140721006158445	0.140721006158445	0.354999424806814	61.3515329939696	13824	58.0481
NKAPD1	8602	0.140716134140515	0.140716134140515	0.00152905418549154	1574.13872056839	13825	58.0523
AL109976.1	22611	-0.140714800665445	0.140714800665445	0.390466663401617	62.1258643035578	13826	58.0565
ATP10D	8031	0.140711494290657	0.140711494290657	0.0781388023746147	948.838641167488	13827	58.0607
SCARNA6	19721	-0.140707115021079	0.140707115021079	0.276030543040194	7.39969176426553	13828	58.0649
PTK7	3854	0.140706273080798	0.140706273080798	0.116094550552057	9167.12517113701	13829	58.0691
TMEM126B	11798	0.140688996297425	0.140688996297425	0.0378371503047548	1630.99208092496	13830	58.0733
TP53I11	12473	-0.140681126511465	0.140681126511465	0.0769208561894783	6432.76181163882	13831	58.0775
AC090498.1	22882	-0.140637005830314	0.140637005830314	0.217047506062514	647.578525444037	13832	58.0817
AL096701.1	16260	0.140627983428561	0.140627983428561	0.228796271456263	8.5322734964487	13833	58.0859
TRIM66	10845	-0.140598709102163	0.140598709102163	0.109461087313928	653.259861743504	13834	58.0901
NAA20	12192	0.140533547818348	0.140533547818348	0.0434269356096113	2899.80192021975	13835	58.0943
GALNT18	3558	-0.14052385936619	0.14052385936619	0.121361050459437	1349.2424911278	13836	58.0985
SEMA5A	3886	-0.140522523291792	0.140522523291792	0.305046233117986	1008.01602087263	13837	58.1027
NSMCE2	9223	0.140469781682278	0.140469781682278	0.0770362955393319	1067.86496897692	13838	58.1069
SDHAP1	13956	0.140393524561053	0.140393524561053	0.0782459983717217	344.192458728039	13839	58.1111
SGCD	11695	-0.140361463647456	0.140361463647456	0.279522592567484	423.745049019109	13840	58.1153
LINC01560	14780	0.140348255583196	0.140348255583196	0.0271988388373428	90.5723345847069	13841	58.1195
NBR2	15189	0.140338711904236	0.140338711904236	0.0480699055661998	388.561837592185	13842	58.1237
ADAMTSL4	7765	-0.140306969534616	0.140306969534616	0.239345235154151	919.844085258736	13843	58.1279
ACOX3	1641	-0.140304369545909	0.140304369545909	0.0166786988436193	950.665855695083	13844	58.1321
LTN1	15323	0.140286180092577	0.140286180092577	0.0136592224765066	1712.2570759866	13845	58.1363
NINJ1	6015	-0.140237655008983	0.140237655008983	0.0543097721288107	3146.60464681335	13846	58.1405
ZMPSTE24	1548	0.140227106073409	0.140227106073409	0.00559857306201144	4130.26106025827	13847	58.1447
C8orf31	12760	0.140196474579936	0.140196474579936	0.356338207353314	143.052399684654	13848	58.1489
LINC02398	20165	-0.14019537653538	0.14019537653538	0.646651324827357	12.4433216259244	13849	58.1531
FAM241B	11805	0.140166864030392	0.140166864030392	0.0665308729425075	608.468027030711	13850	58.1573
AC004253.1	21116	0.14015274462637	0.14015274462637	0.204298223053643	20.7330526465727	13851	58.1615
TATDN3	15427	-0.140120458711547	0.140120458711547	0.0101062687663395	732.042019220546	13852	58.1657
LZIC	9871	0.140104128848931	0.140104128848931	0.00079639295200738	1971.30044569546	13853	58.1699
HOXC8	521	0.14007345285366	0.14007345285366	0.569185285609315	59.963699470157	13854	58.1741
LRRFIP2	1917	-0.140073046385453	0.140073046385453	0.000868442591757407	1991.09469876245	13855	58.1783
CCN4	2780	0.140064589142733	0.140064589142733	0.247115461372239	984.624403068052	13856	58.1825
AL031658.1	17057	0.140062846354535	0.140062846354535	0.345342828795779	9.250791460826	13857	58.1867
GPS2P1	18456	-0.140061745029312	0.140061745029312	0.483175108891838	12.6531443669856	13858	58.1909
ZNF397	14191	-0.140060106806924	0.140060106806924	0.0661244106014873	1375.85543097962	13859	58.1951
HIVEP2	262	0.14005249212063	0.14005249212063	0.0249993552232045	1932.70163111252	13860	58.1993
MPHOSPH6	6613	0.140045971972879	0.140045971972879	0.0198921624143343	713.994648257076	13861	58.2035
RTTN	12613	0.140039155852985	0.140039155852985	0.0598000341912116	485.114542450722	13862	58.2077
AP001469.1	16719	0.140026397885306	0.140026397885306	0.409196216176764	8.1968449730403	13863	58.2119
UQCRC2	7426	-0.140025825763694	0.140025825763694	0.00736572901517962	6840.26383516195	13864	58.2161
TNKS1BP1	8458	-0.140021404899512	0.140021404899512	0.0392060507338892	10036.8798491563	13865	58.2203
AL133335.2	23520	0.140008055369618	0.140008055369618	0.537918182772809	15.4305054294584	13866	58.2245
RBM22P2	16136	-0.14000693139617	0.14000693139617	0.344263817645315	11.2983994090714	13867	58.2287
RPL39P36	18758	0.140000903508806	0.140000903508806	0.0936126778849224	8.56595377937901	13868	58.2329
AC004076.2	22527	0.139988467651288	0.139988467651288	0.203021627117017	31.7925593405071	13869	58.2371
CYCSP34	12618	-0.139988401959494	0.139988401959494	0.244543333175238	18.930469806479	13870	58.2413
ZNF749	14102	0.139983751160222	0.139983751160222	0.0310250601297291	206.982472379431	13871	58.2455
MORN3	7296	0.1399616917574	0.1399616917574	0.310515322741731	135.254989649585	13872	58.2497
RAVER1	9784	0.139937389249368	0.139937389249368	0.0350428207212866	973.979334705226	13873	58.2539
HDAC8	8241	0.139917088920421	0.139917088920421	0.0539051365688578	550.216462983676	13874	58.2581
CXXC5	11875	-0.139898519217706	0.139898519217706	0.0501976328069226	2667.49087502055	13875	58.2623
SPON2	9541	0.13989228576419	0.13989228576419	0.275455447857658	2228.36059841797	13876	58.2665
BEX5	13788	-0.139879764504722	0.139879764504722	0.369774840740544	160.52389924861	13877	58.2707
MIR762HG	20629	0.139861492570508	0.139861492570508	0.0438405586890509	60.5150086167618	13878	58.2749
C15orf54	12542	0.139859055254985	0.139859055254985	0.457384309933872	8.86724796795988	13879	58.2791
RAB3D	2966	-0.139857931374841	0.139857931374841	0.0734868479847302	1409.44220729498	13880	58.2833
SLC26A6	16973	-0.139814387679128	0.139814387679128	0.131959074163814	1014.46616899618	13881	58.2875
PRKRIP1	5614	0.139800534076212	0.139800534076212	0.0158915006434754	1371.32492174864	13882	58.2917
TRIB1	12181	0.139793629478977	0.139793629478977	0.0871177300347052	5562.3977026963	13883	58.2959
KBTBD4	5055	-0.139791597133998	0.139791597133998	0.00507864886032273	232.842368092431	13884	58.3001
CDCA4P1	17455	0.139737982514594	0.139737982514594	0.400241413863054	9.96354632167463	13885	58.3043
HID1	11155	-0.13972083950069	0.13972083950069	0.129207381118679	4270.85580778597	13886	58.3085
NPIPB4	14033	0.139710076876609	0.139710076876609	0.221510904219487	127.780542397097	13887	58.3127
ZNF623	13575	0.139702958831991	0.139702958831991	0.0135917204071851	1880.09850642607	13888	58.3169
GON4L	4323	0.13968702553773	0.13968702553773	0.012388809410054	2636.88382616421	13889	58.3211
G6PC3	7498	-0.139682889363997	0.139682889363997	0.0230585046984117	2894.84205587889	13890	58.3253
CCN2	4550	-0.139673985831889	0.139673985831889	0.244349248498669	9021.68900409743	13891	58.3295
BLACAT1	23109	-0.139666123235803	0.139666123235803	0.344003795632355	392.772385969651	13892	58.3337
ROMO1	5384	0.139663346672163	0.139663346672163	0.136449694032234	2865.26894146331	13893	58.3379
P2RY10	1367	-0.139662265015534	0.139662265015534	0.260987595681959	329.118311237834	13894	58.3421
BBOF1	4644	-0.139659338211236	0.139659338211236	0.0925565927712272	315.300482603221	13895	58.3463
C16orf91	12298	0.139653603272451	0.139653603272451	0.0406036683301442	597.595854717822	13896	58.3505
GOPC	606	0.139639159147505	0.139639159147505	0.000825241974173291	1637.10929140377	13897	58.3547
MICAL2	6306	-0.139611266823645	0.139611266823645	0.151543174982811	6064.01995000647	13898	58.3589
PITPNB	13261	0.139607792601519	0.139607792601519	0.000443282997538583	3004.01824696815	13899	58.3631
AL136531.1	17541	0.13959962201593	0.13959962201593	0.215115689749017	19.7516638704391	13900	58.3673
CYP4F11	11941	-0.139592836232983	0.139592836232983	0.653504328594677	665.802494126992	13901	58.3715
AC124283.5	22904	0.139576494409328	0.139576494409328	0.399333817046326	5.55895481844486	13902	58.3757
NOXRED1	10653	0.139553178792534	0.139553178792534	0.131626972416041	30.0628068560249	13903	58.3799
AL137009.1	19746	-0.139547763067089	0.139547763067089	0.368934377665616	29.4262055762884	13904	58.3841
GLRX3	3295	0.139540445185366	0.139540445185366	0.0405212289957157	3080.42303747908	13905	58.3883
AC134312.5	20858	0.139470308570355	0.139470308570355	0.418359586267543	18.915435031955	13906	58.3925
TDRD6	13151	-0.139469643618646	0.139469643618646	0.273055716664399	137.436777412652	13907	58.3967
LINC00339	16520	0.139456523870729	0.139456523870729	0.179772959777444	57.1096004743179	13908	58.4009
LINC01589	18674	-0.139409745085797	0.139409745085797	0.448493465222868	39.7054943463609	13909	58.4051
IPO7	15731	-0.139400088280933	0.139400088280933	0.016179966778138	9380.21836315342	13910	58.4093
GOSR2	3337	0.13938513328793	0.13938513328793	0.000201068146151834	2389.13670324435	13911	58.4135
AL138479.2	23616	-0.139366781180029	0.139366781180029	0.43517735857324	14.6099027936657	13912	58.4177
ATG4B	11269	0.139283637067863	0.139283637067863	0.00754210695876109	2498.33714059989	13913	58.4219
PACS1	12445	0.139278845238746	0.139278845238746	0.0278591476037872	6484.75981150257	13914	58.4261
TTLL3	16248	-0.139275117007116	0.139275117007116	0.20877405307161	602.169778967977	13915	58.4303
NOL6	10599	0.139273317723667	0.139273317723667	0.0194415850118174	3659.09914739809	13916	58.4345
AC110285.1	20984	0.139271697623406	0.139271697623406	0.278151063989213	23.0341658895821	13917	58.4387
AC079447.1	18931	0.139260716836974	0.139260716836974	0.0909517764445304	15.2949880303647	13918	58.4429
AGTPBP1	6497	0.139239632472809	0.139239632472809	0.0151110559329292	844.708057096247	13919	58.4471
LINC01622	23552	-0.139230428939959	0.139230428939959	0.479132069802317	14.4363395608625	13920	58.4513
